peak,measure_RT,cand_structure,MS_score,retention_score
18,112.54 ,O([C@H]1[C@H](O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@@H](O)[C@H](O[C@@H]1CO)O)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.518143654
18,112.54 ,O([C@H]1[C@H](O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@@H](O)C(O[C@@H]1CO)O)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.461380482
18,112.54 ,O([C@H]1O[C@@H]([C@@H](O)[C@H](O)[C@@H]1O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@@H]2O)CO)CO)[C@H]3[C@H](O)[C@H](O[C@@H](O)[C@H]3O)CO,1.000 ,-5.515850067
18,112.54 ,O([C@H]1O[C@@H]([C@@H](O)[C@H](O)[C@@H]1O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@@H]2O)CO)CO)[C@H]3[C@H](O)[C@H](OC(O)[C@H]3O)CO,1.000 ,-5.562049389
18,112.54 ,O([C@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)CO)[C@H]3[C@H](O)[C@H](O[C@H](O)[C@@H]3O)CO,1.000 ,-5.661689758
18,112.54 ,O([C@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)CO)[C@H]3[C@H](O)[C@H](OC(O)[C@@H]3O)CO,1.000 ,-5.598971367
18,112.54 ,O([C@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)CO)[C@H]3[C@@H](O)[C@H](O[C@H](O)[C@@H]3O)CO,1.000 ,-5.491454601
18,112.54 ,O([C@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)CO)[C@H]3[C@@H](O)[C@H](OC(O)[C@@H]3O)CO,1.000 ,-5.43354702
18,112.54 ,O([C@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)CO)[C@H]3[C@H](O)[C@@H](O)C(O[C@@H]3CO)O,1.000 ,-5.4335289
18,112.54 ,O([C@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)CO)[C@H]3[C@H](O)[C@H](O[C@H](O)[C@@H]3O)CO,1.000 ,-5.622306824
18,112.54 ,O([C@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)CO)[C@H]3[C@H](O)[C@H](OC(O)[C@@H]3O)CO,1.000 ,-5.558691025
18,112.54 ,O([C@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)CO)C[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.356168747
18,112.54 ,O([C@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)CO)[C@H]3[C@H](O)[C@H](O[C@H](O)[C@@H]3O)CO,1.000 ,-5.719825268
18,112.54 ,O([C@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)CO)[C@H]3[C@H](O)[C@H](OC(O)[C@@H]3O)CO,1.000 ,-5.656791687
18,112.54 ,O(C1(OC(C(O)C1O)CO)CO)C2OC(C(O)C(O)C2O)COC3(OC(C(O)C3O)CO)CO,1.000 ,-5.052899837
18,112.54 ,O(C1(OC(C(O)C1O)CO)CO)C2OC(C(O)C(O)C2O)COC3OC(C(O)C(O)C3O)CO,1.000 ,-4.972802639
18,112.54 ,O(C1(OC(C(O)C1O)CO)CO)C2OC(C(OC3OC(C(O)C(O)C3O)CO)C(O)C2O)CO,1.000 ,-4.947836399
18,112.54 ,O(C1[C@@H](O)[C@@H](O)C(O)[C@H](O)[C@H]1O)[C@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO[C@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.229462624
18,112.54 ,O(C1[C@@H](O)[C@H](O)C(O)[C@@H](O)[C@@H]1O)[C@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO[C@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.312551022
18,112.54 ,O(C1C(O)C(OC(O)C1O)CO)C2OC(C(O)C(O)C2O)COC3OC(C(O)C(O)C3O)CO,1.000 ,-4.883925915
18,112.54 ,O(C1C(O)C(OC(OCC2OC(O)C(O)C(O)C2O)C1O)CO)C3OC(C(O)C(O)C3O)CO,1.000 ,-4.934715271
18,112.54 ,O(C1C(O)C(OC2OC(C(O)C(O)C2O)CO)C(OC1CO)O)C3OC(C(O)C(O)C3O)CO,1.000 ,-5.020572662
18,112.54 ,O(C1C(OC(O)C(O)C1O)COC2OC(C(O)C(O)C2O)CO)C3OC(C(O)C(O)C3O)CO,1.000 ,-4.913131714
18,112.54 ,O(C1C(OC2C(O)C(O)C(OC2O)CO)OC(C(O)C1O)CO)C3OC(C(O)C(O)C3O)CO,1.000 ,-4.980719566
18,112.54 ,O(C1O[C@@H]([C@H](O)[C@H](O)[C@H]1OC2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO)CO)[C@@H]3[C@H](O)[C@@H](O)C(O[C@@H]3CO)O,1.000 ,-5.714896202
18,112.54 ,O1[C@@](O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)([C@@H](O[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO)[C@@H](O)[C@H]1CO)CO,1.000 ,-5.217985153
18,112.54 ,O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2[C@@H](O)[C@H](O)[C@H](O[C@H]2O)CO)CO[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.334162235
18,112.54 ,O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2[C@@H](O)[C@H](O)[C@H](OC2O)CO)CO[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.389458656
18,112.54 ,O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@@H]1OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O)COC2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO,1.000 ,-4.98177433
18,112.54 ,O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@@H]1OC[C@H]2O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)CO[C@@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.15034771
18,112.54 ,O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@@H]1OC[C@H]2O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)CO[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.034279823
18,112.54 ,O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@@H]1OC[C@H]2O[C@@H](O)[C@H](O)[C@@H](O)[C@H]2O)CO[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-4.932002544
18,112.54 ,O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@@H]1OC[C@H]2O[C@H](O)[C@H](O)[C@@H](O)[C@@H]2O)CO[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.1777668
18,112.54 ,O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@@H]1OC[C@H]2O[C@H](O)[C@H](O)[C@@H](O)[C@H]2O)CO[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.075397491
18,112.54 ,O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@@H]1OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)CO[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.139178276
18,112.54 ,O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@@H]1OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)CO[C@@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.237017632
18,112.54 ,O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@@H]1OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)CO[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.121015072
18,112.54 ,O1C(C(O)C(O)C(O)C1OC2C(O)C(O)C(OC2O)CO)COC3OC(C(O)C(O)C3O)CO,1.000 ,-4.917021275
18,112.54 ,O1C(C(OC2OC(C(O)C(O)C2O)CO)C(O)C(O)C1OC3C(O)C(O)C(OC3CO)O)CO,1.000 ,-4.894847393
18,112.54 ,O1C(C(OC2OC(C(O)C(O)C2O)CO)C(O)C(O)C1OC3C(O)C(OC(O)C3O)CO)CO,1.000 ,-4.858408451
18,112.54 ,OC[C@@H](O)[C@@H](O[C@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)C=O,1.000 ,-5.204925537
18,112.54 ,OC[C@H]1OC(O)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](O)[C@@H]1O,1.000 ,-5.670404434
18,112.54 ,OC[C@H]1OC(O)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H]2O)[C@@H](O)[C@@H]1O,1.000 ,-5.707964897
18,112.54 ,OC[C@H]1OC(O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,1.000 ,-5.606739998
18,112.54 ,O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@H]1O[C@@H]2[C@@H](O)[C@H](O)[C@H](OC2O)CO)CO[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.377635956
18,112.54 ,O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@H]1O[C@@H]2[C@@H](O)[C@H](O)[C@H](OC2O)CO)CO[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.356273651
18,112.54 ,O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@H]1O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)CO[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.201123238
18,112.54 ,O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@H]1O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)CO[C@@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.29831028
18,112.54 ,O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@H]1O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)CO[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.180714607
18,112.54 ,O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@H]1OC[C@@H](O)[C@H]2O[C@@H](O)[C@H](O)[C@H]2O)CO[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-4.887980938
18,112.54 ,O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@H]1OC[C@@H](O)[C@H]2O[C@H](O)[C@H](O)[C@H]2O)CO[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.034070969
18,112.54 ,O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@H]1OC[C@@H](O)[C@H]2OC(O)[C@H](O)[C@H]2O)CO[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-4.941740513
18,112.54 ,O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@H]1OC[C@H]2O[C@H](O)[C@H](O)[C@@H](O)[C@@H]2O)CO[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.17900753
18,112.54 ,O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@H]1OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)CO[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.119543076
18,112.54 ,O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@H]1OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)COC3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.10694313
18,112.54 ,O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)C1O[C@@H]2[C@@H](O)[C@H](O)[C@H](O[C@H]2O)CO)CO[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.271617889
18,112.54 ,O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)C1O[C@@H]2[C@@H](O)[C@H](O)[C@H](OC2O)CO)CO[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.320343018
18,112.54 ,O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)C1OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)CO[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.102032185
18,112.54 ,O1[C@@H]([C@@H](O)[C@H](O)[C@H](O)[C@H]1O[C@@H]2[C@@H](O)[C@H](O)[C@H](O[C@@H]2O)CO)CO[C@@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.656187534
18,112.54 ,O1[C@@H]([C@@H](O)[C@H](O)[C@H](O)[C@H]1O[C@@H]2[C@@H](O)[C@H](O)[C@H](OC2O)CO)CO[C@@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.583456993
18,112.54 ,O1[C@@H]([C@@H](O)[C@H](O)[C@H](O)[C@H]1OC[C@H]2O[C@@H](O)[C@@H](O)[C@@H](O)[C@@H]2O)CO[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@@H]3O)CO,1.000 ,-5.125961781
18,112.54 ,O1[C@@H]([C@@H](O)[C@H](O)[C@H](O)[C@H]1OC[C@H]2O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]2O)CO[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@@H]3O)CO,1.000 ,-5.255906105
18,112.54 ,O1[C@@H]([C@@H](O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@@H]2O)CO)[C@H](O)[C@H](O)[C@@H]1O[C@H]3[C@H](O)[C@H](O)[C@H](O[C@@H]3CO)O)CO,1.000 ,-5.950250149
18,112.54 ,O1[C@@H]([C@@H](O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@@H]2O)CO)[C@H](O)[C@H](O)[C@@H]1O[C@H]3[C@H](O)[C@H](OC(O)[C@H]3O)CO)CO,1.000 ,-5.73024559
18,112.54 ,O1[C@@H]([C@@H](O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]3[C@H](O)[C@@H](O)[C@@H](O[C@@H]3CO)O)CO,1.000 ,-5.526672363
18,112.54 ,O1[C@@H]([C@@H](O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]3[C@H](O)[C@@H](O)[C@H](O[C@@H]3CO)O)CO,1.000 ,-5.657426834
18,112.54 ,O1[C@@H]([C@@H](O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]3[C@H](O)[C@@H](O)C(O[C@@H]3CO)O)CO,1.000 ,-5.605978012
18,112.54 ,O1[C@@H]([C@@H](O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@H](O)[C@@H](O)[C@@H]1O[C@H]3[C@H](O)[C@H](O[C@@H](O)[C@@H]3O)CO)CO,1.000 ,-5.598442078
18,112.54 ,O1[C@@H]([C@@H](O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@H](O)[C@@H](O)[C@@H]1O[C@H]3[C@H](O)[C@H](OC(O)[C@@H]3O)CO)CO,1.000 ,-5.667495728
18,112.54 ,O1[C@@H]([C@@H](O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@H](O)[C@@H](O)[C@H]1O[C@@H]3[C@@H](O)[C@H](O)[C@H](OC3O)CO)CO,1.000 ,-5.592681885
18,112.54 ,O1[C@@H]([C@@H](O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@H](O)[C@@H](O)[C@H]1O[C@@H]3[C@H](O)[C@@H](O)C(O[C@@H]3CO)O)CO,1.000 ,-5.570292473
18,112.54 ,O1[C@@H]([C@@H](O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@H](O)[C@@H](O)[C@H]1O[C@H]3[C@H](O)[C@@H](O)[C@H](O[C@@H]3CO)O)CO,1.000 ,-5.537008762
18,112.54 ,O1[C@@H]([C@@H](O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@H](O)[C@@H](O)[C@H]1O[C@H]3[C@H](O)[C@H](OC(O)[C@@H]3O)CO)CO,1.000 ,-5.630275726
18,112.54 ,O1[C@@H]([C@@H](O[C@@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO)[C@H](O)[C@@H](O)[C@@H]1O[C@H]3[C@@H](O)[C@H](O[C@@H](O)[C@@H]3O)CO)CO,1.000 ,-5.593254089
18,112.54 ,O1[C@@H]([C@@H](O[C@@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO)[C@H](O)[C@@H](O)[C@@H]1O[C@H]3[C@H](O)[C@@H](O)[C@@H](O[C@@H]3CO)O)CO,1.000 ,-5.577605724
18,112.54 ,O1[C@@H]([C@@H](O[C@@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO)[C@H](O)[C@@H](O)[C@@H]1O[C@H]3[C@H](O)[C@@H](O)C(O[C@@H]3CO)O)CO,1.000 ,-5.645002365
18,112.54 ,O1[C@@H]([C@@H](O[C@@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO)[C@H](O)[C@@H](O)[C@@H]1O[C@H]3[C@H](O)[C@H](O[C@@H](O)[C@@H]3O)CO)CO,1.000 ,-5.705999374
18,112.54 ,O1[C@@H]([C@@H](O[C@@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO)[C@H](O)[C@@H](O)[C@@H]1O[C@H]3[C@H](O)[C@H](OC(O)[C@@H]3O)CO)CO,1.000 ,-5.775060654
18,112.54 ,O1[C@@H]([C@@H](O[C@@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO)[C@H](O)[C@@H](O)[C@H]1O[C@@H]3[C@@H](O)[C@H](O)[C@H](OC3O)CO)CO,1.000 ,-5.699598789
18,112.54 ,O1[C@@H]([C@@H](O[C@@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO)[C@H](O)[C@@H](O)[C@H]1O[C@H]3[C@H](O)[C@@H](O)C(O[C@@H]3CO)O)CO,1.000 ,-5.597546577
18,112.54 ,O1[C@@H]([C@@H](O[C@@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO)[C@H](O)[C@@H](O)[C@H]1O[C@H]3[C@H](O)[C@H](OC(O)[C@@H]3O)CO)CO,1.000 ,-5.737797737
18,112.54 ,O1[C@@H]([C@@H](O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@@H]2O)CO)[C@H](O)[C@H](O)[C@H]1O[C@H]3[C@H](O)[C@H](O)[C@H](O[C@@H]3CO)O)CO,1.000 ,-5.876786232
18,112.54 ,O1[C@@H]([C@@H](O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@@H]2O)CO)[C@H](O)[C@H](O)[C@H]1O[C@H]3[C@H](O)[C@H](O)C(O[C@@H]3CO)O)CO,1.000 ,-5.817245483
18,112.54 ,O1[C@@H]([C@@H](O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]3[C@@H](O)[C@H](O)[C@H](O[C@H]3O)CO)CO,1.000 ,-5.568840027
18,112.54 ,O1[C@@H]([C@@H](O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@H](O)[C@@H](O)[C@@H]1O[C@H]3[C@H](O)[C@@H](O)[C@@H](O[C@@H]3CO)O)CO,1.000 ,-5.454789639
18,112.54 ,O1[C@@H]([C@@H](O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@H](O)[C@@H](O)[C@@H]1O[C@H]3[C@H](O)[C@@H](O)C(O[C@@H]3CO)O)CO,1.000 ,-5.522474289
18,112.54 ,O1[C@@H]([C@@H](O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@H](O)[C@@H](O)[C@H]1O[C@@H]3[C@@H](O)[C@H](O)[C@H](O[C@@H]3O)CO)CO,1.000 ,-5.645750046
18,112.54 ,O1[C@@H]([C@@H](O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@H](O)[C@@H](O)[C@H]1O[C@@H]3[C@@H](O)[C@H](O)[C@H](OC3O)CO)CO,1.000 ,-5.573361397
18,112.54 ,O1[C@@H]([C@@H](O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@H](O)[C@@H](O)[C@H]1O[C@H]3[C@H](O)[C@@H](O)[C@@H](O[C@@H]3CO)O)CO,1.000 ,-5.406938553
18,112.54 ,O1[C@@H]([C@@H](O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@H](O)[C@@H](O)[C@H]1O[C@H]3[C@H](O)[C@H](O[C@H](O)[C@@H]3O)CO)CO,1.000 ,-5.676136017
18,112.54 ,O1[C@@H]([C@@H](O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@H](O)[C@@H](O)[C@H]1O[C@H]3[C@H](O)[C@H](OC(O)[C@@H]3O)CO)CO,1.000 ,-5.612086296
18,112.54 ,O1[C@@H]([C@@H](O[C@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO)[C@H](O)[C@@H](O)[C@H]1O[C@H]3[C@H](O)[C@@H](O)C(O[C@@H]3CO)O)CO,1.000 ,-5.567624092
18,112.54 ,O1[C@@H]([C@@H](OC2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@H](O)[C@@H](O)[C@H]1O[C@H]3[C@H](O)[C@@H](O)[C@@H](O[C@@H]3CO)O)CO,1.000 ,-5.339142323
18,112.54 ,O1[C@@H]([C@@H](OC2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@H](O)[C@@H](O)[C@H]1O[C@H]3[C@H](O)[C@@H](O)C(O[C@@H]3CO)O)CO,1.000 ,-5.403841496
18,112.54 ,O1[C@@H]([C@@H](OC2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@H](O)[C@@H](O)C1O[C@H]3[C@H](O)[C@@H](O)C(O[C@@H]3CO)O)CO,1.000 ,-5.386131287
18,112.54 ,O1[C@@H]([C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@H]2[C@@H](O)[C@H](O[C@@H](O)[C@@H]2O)CO)CO[C@@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.480596066
18,112.54 ,O1[C@@H]([C@H](O)[C@H](O)[C@@H](O)[C@@H]1OC[C@H]2O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)CO[C@@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.272684097
18,112.54 ,O1[C@@H]([C@H](O)[C@H](O)[C@@H](O)[C@@H]1OC[C@H]2O[C@@H](O)[C@H](O)[C@@H](O)[C@H]2O)CO[C@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.12413168
18,112.54 ,O1[C@@H]([C@H](O)[C@H](O)[C@@H](O)[C@@H]1OC[C@H]2O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]2O)CO[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.183879852
18,112.54 ,O1[C@@H]([C@H](O)[C@H](O)[C@@H](O)[C@@H]1OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)CO[C@@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.360682487
18,112.54 ,O1[C@@H]([C@H](O)[C@H](O)[C@@H](O)[C@@H]1OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@H]2O)CO[C@@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.244521618
18,112.54 ,O1[C@@H]([C@H](O)[C@H](O)[C@@H](O)[C@H]1O[C@@H]2[C@@H](O)[C@@H](O)[C@H](O[C@@H]2O)CO)CO[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.437374115
18,112.54 ,O1[C@@H]([C@H](O)[C@H](O)[C@@H](O)[C@H]1O[C@@H]2[C@@H](O)[C@@H](O)[C@H](OC2O)CO)CO[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.369351387
18,112.54 ,O1[C@@H]([C@H](O)[C@H](O)[C@@H](O)[C@H]1O[C@@H]2[C@@H](O)[C@H](O)[C@H](O[C@@H]2O)CO)CO[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.578066349
18,112.54 ,O1[C@@H]([C@H](O)[C@H](O)[C@@H](O)[C@H]1O[C@@H]2[C@@H](O)[C@H](O)[C@H](O[C@@H]2O)CO)CO[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.554533482
18,112.54 ,O1[C@@H]([C@H](O)[C@H](O)[C@@H](O)[C@H]1O[C@@H]2[C@@H](O)[C@H](O)[C@H](OC2O)CO)CO[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.507069588
